,task_size,cpu_demand,memory_demand,network_latency,io_operations,disk_usage,num_connections,priority_level,target,timestamp
1463,0.0,0.0,0.0,168.0,5.0,0.0,10.0,1.0,0,2025-04-18 17:00:56.535884
146,-2.0484102904021,-0.135455662516278,-0.864502797148486,-1.3855727681417,-2.89064204714727,3.74933835976011,-0.0854485109322865,-2.02204295859382,0,2024-06-28 15:53:30
968,1.51324840734216,0.736324224540014,2.19862687970901,-1.52416599904161,-0.543560018101729,2.77497651071123,0.962795096349204,2.22580557437127,1,2023-05-11 15:33:01
330,0.580615120867311,0.306217871414033,-1.12709531482041,-3.13935628915652,-1.01789381077901,6.38722567133334,1.73036026084888,-3.81815372658564,0,2023-07-05 22:40:21
1917,0.0,0.0,1.2239226975488058,5.0,7.0,0.0,9.0,0.0,1,2025-04-17 20:42:56.537887
619,-1.92639556983022,-0.211618449735386,-0.73535128378236,1.82655952924185,-1.19546531544884,-2.0858610950671,-2.41552764642341,0.0953345093193834,1,2024-11-16 19:45:42
724,-0.436457176982711,-0.726235909349403,0.0994464994088327,-1.43974879182598,-0.938753328596803,2.35027133289902,-0.17834005423882,-1.50472242730821,0,2024-07-14 21:57:12
418,1.41373077240593,1.94300306419262,2.12898815523722,-0.148403514669455,-0.438349982176771,2.23552133718172,-1.05183409552006,2.43071532031318,1,2023-05-19 21:05:41
991,1.81413657135247,-1.31075113726984,4.33668638572507,3.29554466436529,-0.247148659761028,-3.01865182741465,0.105821567460725,2.7815549055524,0,2023-04-30 20:16:31
1705,0.452619261447063,0.0,1.9563051875759017,39.0,2.0,0.0,10.0,1.0,0,2025-04-15 07:04:56.537887
1972,0.865750135927813,1.1652549515066275,0.0,70.0,4.0,0.0,4.0,1.0,0,2025-04-17 17:25:56.537887
1141,1.6871381492537183,2.46014983999091,0.0220062752235012,177.0,3.0,0.7412908199351612,13.0,0.0,0,2025-04-16 16:12:56.535884
353,1.55436044714841,0.499807597708846,0.7488558213833,-0.968928942933922,-0.0883981952072874,4.39265746021134,1.0482428293193,-2.96478431640643,1,2023-01-17 15:06:24
1093,0.0,0.0787704530324834,0.0,111.0,4.0,2.847697922240469,9.0,0.0,1,2025-04-18 11:59:56.535884
1279,0.0,0.0,0.8230092823863863,75.0,5.0,4.986213192573127,13.0,0.0,0,2025-04-14 12:41:56.535884
1991,0.0,1.3422546125430372,1.0944705255782732,175.0,2.0,0.3191100886338737,5.0,0.0,1,2025-04-20 01:51:56.537887
39,-0.735052195859638,0.976205498147764,-0.036670474987665,1.12864470577145,-3.83932352016847,1.41236665711015,0.0156793753885772,2.52648043806606,1,2024-10-18 21:46:41
1890,0.8302510275731656,0.9680603251370172,0.1978274081010417,12.0,5.0,0.9308269415263848,15.0,0.0,1,2025-04-17 05:18:56.537887
1803,0.0,0.0,0.0,34.0,7.0,2.0744070158108663,10.0,0.0,1,2025-04-14 16:43:56.537887
802,-1.58398185003865,-1.08603694735778,1.48716595927243,1.18495981872481,-1.37545930520356,-2.02915344981642,-0.227790859158637,1.67376554903297,0,2022-12-28 07:12:13
1047,1.2469147522867572,0.0,0.0,31.0,5.0,2.0542341315458086,17.0,0.0,1,2025-04-19 11:51:56.535884
80,-2.22801124740484,-1.45025682951966,-2.49689299839968,0.520062029024457,-1.17944955536233,-2.78937346607946,-0.651619804637313,0.0646466794992842,0,2023-04-15 07:41:34
434,-1.00994408591501,-1.11093785240455,3.01005858686875,1.83338893804799,0.0124766671552454,-3.3902920133446,0.845153650405215,2.20048537946958,0,2023-03-18 03:27:53
705,2.43419698444193,-1.51650219707838,0.163191764650336,0.697758408201161,-0.853525867692317,-0.684528877250638,-0.047684332136202,1.41943055779988,0,2022-05-12 20:23:31
1353,0.0,1.351004399175714,0.0,72.0,9.0,4.540725861042643,11.0,1.0,0,2025-04-17 20:33:56.535884
101,-0.34150742117353,2.19560348370491,-0.630206077944876,0.629959077621341,-1.52951627610417,1.67571878849333,-0.543968979152434,0.999573288286254,1,2023-05-15 16:51:03
607,-2.43334188418124,0.766153896489049,-4.45250240295039,0.508037176111131,1.57906008376627,-5.30089018526313,0.520435653288072,1.5377315402648,1,2022-06-16 10:17:23
1083,0.0,3.7212876765548777,0.0,164.0,3.0,0.0,2.0,0.0,1,2025-04-14 07:22:56.535884
1409,0.2913855074496526,0.0,0.0,199.0,7.0,3.3172290112162037,10.0,0.0,1,2025-04-14 13:40:56.535884
228,-2.68145621146721,-2.2630893518745,-1.28482857918818,-0.890426896905233,-2.40099005012623,-0.727280643809941,1.17897114591207,-0.0559636989574277,1,2023-08-26 03:52:45
679,-0.551618149157864,-1.49046229263282,-0.815629381993986,1.34681570604007,-2.82009101201659,-0.699035013706738,-0.261093061575276,0.388225562273039,0,2024-10-20 14:40:45
828,-0.0083161731276408,-1.57743173147908,1.80388234398872,1.86894939609484,-0.963327384847628,-1.87519629772233,0.689033602220164,0.676276073696058,0,2022-06-25 21:43:07
1733,0.0,0.0,0.0,54.0,5.0,7.135388688622072,5.0,1.0,0,2025-04-16 08:48:56.537887
801,1.89629735954191,-1.36537163591507,2.19912678375222,2.53035016960049,-0.918747202528608,-1.74821153229158,-0.918205539507823,1.56153535326773,0,2023-09-23 01:35:22
1205,0.0,0.058344827511818,0.8421051384666544,98.0,6.0,0.0,9.0,0.0,0,2025-04-15 17:46:56.535884
1698,1.0125674984645987,0.9098168114932192,1.1332881311278136,157.0,7.0,0.6617404508261531,6.0,0.0,0,2025-04-16 17:28:56.537887
1090,0.0,0.0,0.5587087515641019,129.0,8.0,0.0,16.0,0.0,1,2025-04-15 03:56:56.535884
464,-1.79367633158162,0.806533659185918,-3.35478849226199,0.844051610785712,0.416282618730869,-3.03585953343489,-0.449795614813836,0.475866869060798,1,2023-12-09 00:15:47
976,-0.900488362088175,1.56116619542956,-1.05000444793467,0.903876500586419,-1.64046227587933,0.0871617991285754,0.748742877166239,1.69676639422311,1,2024-10-20 09:02:44
1390,0.0,0.812789185480935,0.0,54.0,1.0,2.888192254187223,7.0,0.0,1,2025-04-19 10:02:56.535884
1915,0.0,0.0,3.519619761745771,117.0,4.0,3.446946199018431,12.0,0.0,1,2025-04-19 20:30:56.537887
1830,0.0,1.259364573103244,0.0,190.0,4.0,0.0,3.0,0.0,0,2025-04-16 04:28:56.537887
233,-1.43873231922173,1.49778267985578,-2.38385555501737,2.0398210120656,0.922709219732732,-2.87342528787001,-0.993284465144408,-0.433624767522651,1,2023-11-19 01:22:25
984,2.53226005271365,2.60923274046831,0.349066352706641,-0.581931982610219,-1.86870443552925,5.4691569975337,-0.729507226207467,0.815417001565046,1,2024-10-28 04:11:47
804,3.73292002544541,3.2420919523658,0.291313372787008,-0.740956857352723,0.293213763116361,6.24938199342472,-0.192164909885771,-1.58230022270669,1,2024-06-24 20:48:17
1323,3.0697566619781016,0.8605144244165694,3.180862065663096,77.0,4.0,5.757843542743995,5.0,0.0,1,2025-04-14 00:03:56.535884
335,-0.951317955200636,-0.969410070320441,-1.56976784809869,-0.812328864119657,-2.38559472397436,1.52575495182883,0.752983435583965,-0.743672400959909,0,2023-09-27 21:44:37
1365,0.0,0.0,2.9069927838882874,36.0,5.0,1.2083479704669384,14.0,0.0,1,2025-04-13 23:21:56.535884
1298,0.8168340103286276,0.4663477508685912,1.1885039410623124,152.0,2.0,3.550211486548019,1.0,1.0,0,2025-04-19 01:07:56.535884
1629,1.3121844718763642,1.5194194028193873,0.0,43.0,12.0,0.0,9.0,0.0,0,2025-04-15 01:55:56.537887
553,-0.931791545632563,-1.70246577574174,2.18247548252536,0.967370986146111,-0.927945682432626,-2.06654834159197,1.71316465150214,1.52286773699308,1,2024-03-04 21:47:47
1529,0.0,0.0,0.0,48.0,5.0,3.213195141126545,17.0,1.0,0,2025-04-17 08:00:56.535884
767,-0.0317943465027264,3.02646596837657,-0.632419466792325,1.59699641110441,-1.44953957768603,1.28894549951472,0.228333734455497,1.46611259909759,1,2022-03-18 16:34:33
435,3.08834632618714,3.42116115100353,2.54373307111824,-0.379750482915905,0.720686781108441,3.26465300712056,0.435608999810361,3.04778084948547,1,2024-10-05 10:37:34
556,-4.68766474759386,-1.860972923003,-2.93485119029543,2.49759850055793,-4.24888230916426,-4.91507607717322,-0.855659761723262,2.25897076104959,0,2024-10-09 04:01:51
970,2.49347536330952,1.45291330165132,1.5692472275173,-0.196452177357273,-0.266036809156579,2.50003783642341,0.637315625026962,1.72073066071167,1,2023-10-24 06:00:28
983,-1.15963461257734,0.953551945563411,-0.212336561157613,1.12282827813134,-1.79125917227659,0.0147730228577272,-0.58181993538449,1.20570053127647,1,2023-02-20 19:50:50
1653,0.0,0.0,1.9280789040585944,122.0,2.0,0.0,1.0,0.0,0,2025-04-17 21:57:56.537887
283,0.131860415993162,0.937016268672145,-0.147462183913046,0.629832233312839,-2.16830703817215,0.354514021848009,0.801828867197288,3.02561916863667,0,2022-08-28 16:24:34
303,1.05195986112488,0.996697393768111,1.93122127055774,-1.66536118429636,-1.30192854838211,4.26547119547511,0.461063117494635,1.01329782678265,1,2023-01-13 11:19:02
446,0.496420318727467,2.67481622665145,1.12297924332838,0.746575102008611,-4.49295049997736,4.58448357117756,-0.90969568840314,3.06607599939143,1,2022-07-17 13:57:13
622,-0.470208610623778,-0.806553056730757,-1.34707781917065,-1.27673674038111,0.284166681100436,0.61133393818018,1.99513731205827,-1.84364136079634,0,2022-09-11 06:35:39
966,-1.76003472655348,1.89553777332206,-3.11035859026572,0.285207814660124,1.9586434040584,-3.41777899910982,0.0905669583674312,1.23048455000514,1,2024-12-22 22:15:16
885,1.06584600275238,0.258768137681338,1.12797456057537,0.373668686464356,-1.4073150883704,2.29280842934626,0.788633368151176,-0.133429340447712,0,2024-02-29 18:08:18
913,-2.11129125735159,-4.2607635617676,-0.911725132543494,0.28790617611684,-1.57724371812056,-5.60927372221043,-1.84413133102489,2.72632619792206,0,2024-07-01 08:30:24
40,-1.22366334250237,-0.357279131991767,2.04750480921679,-1.78420251255632,-1.46223292386981,1.21387249037178,-1.14545286994958,2.59416360741352,1,2024-09-23 03:59:16
1009,0.340899899250896,0.0,1.7471194706881483,93.0,4.0,0.0,2.0,0.0,1,2025-04-20 08:19:56.535884
58,0.63411686720112,-3.25716144210901,2.48346113036413,2.41497076610659,0.470285969281474,-3.19629836158919,-0.546968862079366,-1.45956912132769,0,2024-11-24 18:17:10
537,1.63570558841443,1.17405350512882,0.336704818353486,-1.13421602106403,-0.707571124102522,5.46125162904047,-0.311638626569201,-2.77146273679568,1,2024-05-19 19:08:07
1450,0.0,0.5408974850411759,0.0,77.0,5.0,0.0,17.0,1.0,0,2025-04-15 12:27:56.535884
1919,0.0,0.0,2.444224622987508,114.0,4.0,0.0296409433211145,4.0,1.0,1,2025-04-17 21:09:56.537887
255,0.911562457051228,-2.7323599340042,-0.0159915155698152,-5.17014165184021,0.551793664782211,4.30084356102488,-0.553532579763551,-3.05946882617426,0,2022-05-01 17:57:23
589,1.10479140150287,2.31824697802812,1.19419633857185,-0.183066628804734,-2.02828401013913,3.75173403079934,-0.031850898243986,2.1271258048767,1,2023-11-30 06:20:25
650,-0.68239710138758,2.19100535109277,-1.65710282898873,0.071840464299145,-1.77428348970962,0.502817126128916,-1.64455638512622,3.08963046665119,1,2022-04-13 02:58:31
1104,0.0,1.978887613767492,0.0,116.0,4.0,0.0,17.0,1.0,1,2025-04-20 05:03:56.535884
561,-4.59368484971596,-0.429030281283155,-4.37114316653281,0.46382658028201,0.365218392697146,-3.87862515111518,0.343893973603649,-2.17279389565826,0,2023-08-14 00:12:14
643,-0.454446529087239,-0.83028911082671,-2.06558332922288,-1.3357682941776,-1.12953613580145,1.5515403570387,-2.32297216020826,-1.60111207748043,0,2024-08-21 15:42:54
441,-2.41868535900476,-1.90713021250308,2.39274080470851,1.60229346488411,-0.091056607031488,-3.43441493527058,-0.164020557562638,0.144339622788122,0,2022-12-01 18:15:59
1628,0.0,0.1073910684136364,0.0,188.0,6.0,4.026394038915271,17.0,0.0,0,2025-04-16 11:51:56.537887
1996,2.5508626105732204,0.0,0.4244787363995044,86.0,4.0,6.915974769417305,13.0,1.0,1,2025-04-17 12:12:56.537887
680,0.792866253019907,0.882094144596033,-0.871889726122827,-3.38794047730136,-2.9708064117628,6.67970299977334,-0.828909858640002,0.0792304844644576,1,2022-03-13 02:40:45
812,0.64614880044909,1.23129774010421,-0.10336151097819,0.446287314366053,-2.71215841278719,0.477626858530544,0.636542931535842,4.74920706022358,0,2022-04-12 11:32:16
1504,0.0,0.0,0.0,168.0,4.0,2.44000227744689,11.0,0.0,1,2025-04-19 09:12:56.535884
1645,0.0,0.7558253594416087,0.0,120.0,4.0,3.9032569345735912,16.0,0.0,1,2025-04-19 07:15:56.537887
462,1.42876892347254,-1.04025879175384,1.06512581161999,-2.14654942267265,0.104742502929617,2.62205689137134,-0.422872454110659,-0.746997561556561,1,2023-07-09 17:54:53
736,-3.47147316999739,-1.10002674785564,-4.50825952537623,0.365879517983215,-0.195205648252344,-3.87698570021722,0.0044504053596711,-1.25882718490583,0,2022-12-15 13:46:32
1539,0.0,0.0,0.0298788951454295,47.0,4.0,0.0,7.0,1.0,1,2025-04-20 21:38:56.535884
1633,0.0,1.838170168096385,0.5286765737840202,15.0,4.0,0.0,11.0,0.0,1,2025-04-15 06:28:56.537887
953,-1.85967289067841,-1.83219576516511,-0.642789356362784,-4.07379807401078,-0.857301238015475,3.85343819598111,0.447280858745012,-3.31494987347584,0,2024-02-17 20:01:58
1828,0.0,0.0,1.7741224715474313,170.0,2.0,1.4548372334161126,16.0,0.0,1,2025-04-20 01:07:56.537887
1266,2.2598544256416955,0.0,0.0,73.0,5.0,4.240599252183704,13.0,0.0,0,2025-04-14 05:43:56.535884
936,2.22193281888683,1.09201144661773,0.417292968396198,-1.40210782208717,-0.405926405684169,4.49789853224555,0.0818791381933272,-0.894585271965769,1,2022-12-09 11:13:26
19,3.12521917809927,0.440218517268896,2.61169448408217,-1.73157445222694,-0.093532804444747,5.81704132353139,0.354370100069699,-1.7347881682474,0,2022-10-04 15:28:21
852,-1.22107229633107,-0.507000565188773,-0.118643642359634,-0.521282407175298,-2.68517531316722,2.31631673476091,0.146673682796167,-0.6722650071955,0,2024-03-29 00:48:53
895,-0.102617922584854,-1.74506825975052,2.19112235381347,2.89071139189437,-1.87103781247517,-2.44341300694723,-0.599466562561212,1.38112632050383,0,2024-11-02 02:16:54
636,-0.713139620555317,1.7757240096823,-0.935811632575729,0.349799538688644,-1.77957782444112,0.908134977054457,2.47147054874572,1.92208531286311,1,2022-05-12 22:24:18
1252,3.1221722606979045,0.0,0.0,195.0,8.0,3.1279419309721206,12.0,0.0,1,2025-04-20 16:53:56.535884
1233,0.0,4.626089877759744,1.6596212115295577,94.0,4.0,1.8129218084428624,13.0,0.0,0,2025-04-13 23:39:56.535884
669,-1.26296938621978,-0.443141023128086,-0.767474025380334,-2.03228868188175,-1.05166641372042,3.1531563285274,-0.418082706366159,-2.58430703854811,0,2022-05-24 09:36:14
1263,0.0,0.0,0.0,124.0,2.0,0.0,3.0,0.0,1,2025-04-20 07:58:56.535884
634,0.0270550681773827,2.53606801042884,0.686970866945895,1.25435364009868,-2.95588624178819,2.69406097797051,1.09142718649972,2.1862789800589,1,2023-02-13 03:56:02
208,-0.191382440065062,-0.175938095729751,-0.186307082876039,-1.96227407000953,-2.36981553656688,5.02107733987185,-0.441928484403465,-2.0653770367223,0,2022-12-27 16:15:00
288,0.323731546500886,3.1569572380869,0.777686005226572,0.119179954001657,-4.30404275357429,5.67154102476531,1.47965036245004,2.27052850544188,1,2023-01-24 17:44:09
1938,0.0,1.938597450490884,0.0,194.0,7.0,0.0,19.0,0.0,1,2025-04-16 15:05:56.537887
1483,0.0,0.0,0.0,82.0,8.0,0.0,19.0,1.0,0,2025-04-20 21:25:56.535884
408,-2.8892435213308,-2.95971048176081,-2.80088903947446,-4.12448825257642,0.212515641990102,0.488776685792153,1.59773547105356,-3.22809172888726,0,2024-01-25 16:00:39
628,-1.06085140698673,2.20914757766848,-2.23697647297336,0.163279676230807,-0.268845820996454,-1.02290286200273,0.472632959351848,2.47923471798393,1,2023-10-15 10:47:27
22,1.29975844389119,-0.308598122506695,2.30198186422579,2.52232954250259,-2.58441253448075,-0.583501126158173,0.512605171531434,3.19769939639187,0,2022-06-06 16:18:11
204,2.00502054179002,-0.757764980375084,1.7727596467905,-3.90343074461966,-1.45199688405517,4.07818726155824,1.48184402896589,3.08930478640701,0,2022-05-18 03:35:13
870,-4.44386655151929,-1.08814013666913,3.28849500778914,1.23819348052909,0.720916779106075,-4.70585231213501,-0.656510757313801,1.4359603313674,0,2024-02-05 14:02:08
340,-2.54762776669307,-0.824512737012386,-2.07561257050157,3.5866163972684,-0.363732706206109,-5.26256888481229,0.337177867906139,-0.834725914026809,1,2024-12-08 07:54:40
1872,0.0,0.0,0.0,161.0,8.0,1.186477585834074,4.0,0.0,1,2025-04-18 07:48:56.537887
1221,0.0,0.5426743034402904,0.0,196.0,3.0,1.374000120131368,9.0,0.0,0,2025-04-20 11:02:56.535884
1854,1.886739286934921,1.7853197237552798,2.29263923015618,146.0,4.0,0.0,11.0,1.0,1,2025-04-17 04:00:56.537887
549,-1.56875510925779,0.602567981875077,-0.315979039557976,2.32092105123427,0.534287030282091,-1.77960764929713,-1.99388793361001,-2.0172808840844,1,2022-08-18 16:13:12
1579,1.399451638178764,0.0,3.3445400689380658,131.0,5.0,3.304292053565609,1.0,0.0,1,2025-04-16 19:38:56.537887
531,-0.396794553599627,-1.8880728723912,2.17891338047384,2.11676706254486,-1.48771970780054,-2.1683668985229,-0.553859323505022,1.05122003675433,0,2022-06-21 04:54:52
1461,0.0,0.0,1.3679494741052536,183.0,5.0,2.2317012769893827,6.0,0.0,0,2025-04-18 23:53:56.535884
81,0.162337895538639,1.18306489604265,2.19535473622255,0.974602560725927,-4.68396080277922,5.16275485940271,1.69404277568738,0.496410787141104,1,2023-03-06 16:48:49
1179,4.17512300412888,0.0,0.0,154.0,6.0,3.573379243704569,15.0,0.0,0,2025-04-19 22:47:56.535884
51,2.02633494005269,1.55291342888361,-0.552940809876045,-2.48208006714668,-2.10775595206617,6.44623057620885,-0.479117930985021,-0.0212958474315026,1,2023-02-08 14:43:45
1032,0.0,0.7035047506595681,0.8497930883027386,94.0,4.0,0.0,18.0,0.0,0,2025-04-19 18:30:56.535884
1241,0.0,0.0,1.0600233387456677,80.0,3.0,1.8096340157162976,15.0,0.0,1,2025-04-14 04:01:56.535884
1658,0.0,0.0,0.2573275787719828,107.0,4.0,0.0,1.0,0.0,0,2025-04-19 21:32:56.537887
1435,0.0,0.4936695455727246,0.0,46.0,5.0,1.008540524249788,13.0,0.0,1,2025-04-15 07:21:56.535884
94,-0.204803657467933,1.485626313663,0.358252800110086,-0.250334366557344,-1.76721192231243,4.08767479962136,0.452394093457804,-1.40391594780894,1,2024-10-08 01:30:27
1827,0.0,2.523518863852009,0.0,175.0,3.0,1.5717445696775327,2.0,0.0,0,2025-04-19 12:05:56.537887
1250,0.0,0.5805593252127726,0.0,76.0,4.0,0.0,5.0,1.0,0,2025-04-15 03:06:56.535884
1201,0.3729886392456322,0.0,0.0,116.0,8.0,0.0,15.0,1.0,1,2025-04-15 10:52:56.535884
1732,0.1044184752568286,0.0,1.0181308377169815,129.0,6.0,0.0,10.0,1.0,1,2025-04-19 08:29:56.537887
1533,0.0,0.0,0.0,31.0,12.0,1.343835072880098,6.0,0.0,1,2025-04-16 22:40:56.535884
1614,3.6919432141694233,0.0,1.0880035463021465,185.0,4.0,1.2472620281234017,18.0,1.0,1,2025-04-15 09:32:56.537887
1672,0.0,0.0,0.4297118128442557,57.0,4.0,0.0,1.0,0.0,0,2025-04-19 10:10:56.537887
919,-0.394193511786128,-0.0960309119637393,-1.65824913573494,-3.11754965087065,-0.403080170414708,4.79439499074941,0.1768847490112,-3.9289321489747,0,2022-07-01 02:56:37
1855,0.0,0.0,0.0,171.0,4.0,0.0,2.0,1.0,0,2025-04-15 07:55:56.537887
1330,0.0,2.739066238959013,0.0,152.0,3.0,0.0,15.0,1.0,0,2025-04-14 12:54:56.535884
1509,0.0,2.643324781839817,0.0,155.0,6.0,0.3005736793671096,10.0,0.0,1,2025-04-18 02:52:56.535884
1709,2.3726217092291524,0.0,2.9647486416726414,199.0,2.0,0.0,18.0,0.0,0,2025-04-15 17:14:56.537887
1059,1.103277955911886,0.0,0.2996450946237781,9.0,8.0,2.8589698726918957,15.0,0.0,0,2025-04-16 00:35:56.535884
1722,0.0,1.3144053432685114,0.0,68.0,5.0,0.0,5.0,1.0,1,2025-04-14 07:52:56.537887
160,0.524110456357257,0.568700187080486,0.0050697780709474,0.482760863003121,-1.96806849123478,0.0332174866534922,-1.24029512241985,3.36999768743236,0,2023-04-28 16:07:24
1268,0.0,0.0,0.0,40.0,6.0,1.6637841744832131,5.0,0.0,0,2025-04-19 23:56:56.535884
1118,1.397811978182522,0.3470894942621204,0.0,140.0,6.0,7.142460595019236,17.0,0.0,1,2025-04-17 22:06:56.535884
672,-1.1968466947697,-3.25791360245596,3.02976535544942,3.06317394656174,-1.38427123615331,-3.38185186317752,0.195693503268678,-0.529951272879763,0,2023-12-26 06:45:18
1458,0.0,2.3055228068007527,0.8951783379240519,64.0,3.0,2.222614722076292,13.0,0.0,0,2025-04-18 06:21:56.535884
1780,0.0,0.0,1.6244445789119224,70.0,9.0,0.9295122098792786,9.0,0.0,1,2025-04-18 23:51:56.537887
1834,0.0,0.0,0.0,99.0,3.0,3.9628801167407457,4.0,1.0,0,2025-04-17 05:37:56.537887
286,-1.03725295381756,-1.96712601149044,-2.07051452548836,-3.38274617203726,0.829256392285622,1.21676873514048,0.0550119938672743,-3.04314047792904,0,2024-06-25 10:19:54
1925,0.0,0.0,0.4137544099932505,192.0,8.0,3.221857576029587,15.0,0.0,1,2025-04-14 15:38:56.537887
16,-1.38003433979419,1.02944257303022,-1.83998242874807,1.0455805341596,-2.06047118571922,1.13847081164198,0.296591569338166,-1.13164573842668,0,2022-11-06 16:52:50
1224,0.0,0.0,0.0,6.0,5.0,0.6801930053053621,3.0,1.0,0,2025-04-14 16:41:56.535884
1537,0.0,0.0,1.7099283252626492,127.0,7.0,0.0,7.0,0.0,1,2025-04-14 04:13:56.535884
1866,0.0,1.8428211489576856,0.0,57.0,7.0,0.0,1.0,0.0,1,2025-04-18 08:52:56.537887
1831,0.0,0.4048665154174987,0.0,165.0,4.0,0.4643473534563557,1.0,0.0,1,2025-04-18 10:40:56.537887
977,-1.61762900003686,-0.988162989802898,0.812148612228402,-1.68733002003426,-1.54685234360448,0.955140684261392,-2.79260849433227,1.05640512251556,1,2024-10-26 17:00:33
778,-2.75876003348705,-0.896952227805824,-2.514384511368,-0.923844698444279,-0.327287167202999,-0.748641186120277,-1.58310746275506,-2.03825545047514,0,2024-05-09 00:52:27
135,-6.95309463666352,-0.827185194779356,0.278813462979744,0.616631763856054,-1.85846799223171,-3.551844231454,0.222306097132064,0.764540637792944,0,2024-05-02 23:26:41
845,0.892000151742636,4.48844661591362,-0.447752576582819,-1.57290725192025,-2.6523945926324,5.09298024506026,-1.51218209038644,4.6656758817519,1,2024-08-03 05:06:15
1901,0.0,0.0,0.0,20.0,3.0,0.5559348177208828,1.0,0.0,1,2025-04-17 13:49:56.537887
1641,2.32431583660924,2.5258362271474346,0.0,23.0,3.0,1.9445660532110616,4.0,1.0,0,2025-04-17 09:08:56.537887
